STATE,CLUSTER,AGEFLAG,HOMEOWNR,GENDER,DATASRCE,SOLIH,VETERANS,RFA_2R,RFA_2A,GEOCODE2,DOMAIN_A,DOMAIN_B
IN,28,E,H,M,2,4,N,L,G,A,C,2
other,40,U,U,M,3,4,Y,L,F,B,R,2
WA,13,U,U,M,0,12,N,L,G,A,S,1
other,45,E,H,F,2,4,N,L,F,D,R,2
CA,14,E,H,F,1,4,N,L,G,A,S,1
CA,13,E,H,M,2,4,Y,L,F,A,S,1
CA,2,U,U,F,0,4,N,L,F,A,U,1
GA,22,E,H,M,3,12,N,L,F,A,C,1
other,44,E,U,M,3,4,N,L,F,C,R,2
other,12,E,H,F,2,12,N,L,G,B,S,1
other,49,E,U,F,3,4,N,L,E,C,R,2
GA,44,U,H,F,3,4,N,L,F,A,R,2
CA,4,E,U,M,2,4,N,L,D,A,U,2
WI,42,E,H,F,3,4,N,L,G,B,R,1
other,47,E,H,M,2,4,N,L,D,D,R,2
FL,23,U,U,F,1,4,N,L,F,A,C,1
FL,39,E,U,M,3,4,N,L,F,B,T,2
IL,26,E,H,F,3,4,N,L,F,A,C,2
other,18,U,U,F,1,4,N,L,F,B,S,2
MI,49,U,H,M,3,4,N,L,F,A,R,2
NC,49,E,H,M,2,4,N,L,F,B,R,2
CA,2,E,U,F,3,4,N,L,E,A,U,1
CA,36,E,H,F,3,4,Y,L,G,C,T,2
FL,23,E,H,F,3,4,N,L,G,A,C,1
other,16,E,H,F,3,4,Y,L,E,B,S,2
other,27,E,H,F,1,4,N,L,F,B,C,2
other,29,E,U,F,3,4,Y,L,E,A,C,2
IL,2,E,H,M,3,4,N,L,F,A,U,1
WA,35,E,H,F,3,4,N,L,F,C,T,1
MI,36,E,U,M,3,4,N,L,F,D,T,2
GA,43,U,H,F,3,4,N,L,F,D,R,2
CA,11,U,U,M,0,4,N,L,G,A,S,1
other,34,U,U,F,0,4,N,L,F,C,T,1
other,7,E,H,F,2,4,N,L,G,B,U,2
MI,20,E,H,M,3,4,Y,L,G,B,S,2
CA,15,E,H,F,3,4,Y,L,F,A,S,1
other,12,E,H,F,3,4,N,L,F,B,S,1
MO,32,E,H,M,2,12,N,L,G,A,C,3
MO,15,E,U,F,1,4,N,L,F,A,S,1
TX,43,U,U,M,0,12,N,L,F,D,R,2
other,49,E,U,M,2,4,N,L,G,D,R,2
CA,46,U,U,F,0,4,N,L,G,A,R,2
other,27,E,H,M,2,4,N,L,F,C,C,2
IL,24,U,U,F,0,4,N,L,F,A,C,1
other,27,I,U,M,0,4,N,L,F,C,C,2
FL,20,E,H,F,3,4,N,L,F,A,S,2
CA,2,I,H,other,3,4,N,L,F,A,U,1
other,30,E,U,F,2,4,Y,L,G,D,C,3
other,41,E,H,M,3,4,N,L,E,B,T,3
other,39,E,H,M,3,4,N,L,E,B,T,2
CA,10,U,U,M,3,4,N,L,G,A,U,4
CA,29,I,U,M,0,12,N,L,G,A,C,2
GA,18,E,H,M,3,4,Y,L,E,A,S,2
FL,35,E,H,F,3,4,N,L,F,B,T,1
other,41,U,H,other,3,4,N,L,F,D,T,3
other,51,U,U,F,0,12,Y,L,E,D,R,3
MI,5,E,U,F,3,4,Y,L,E,A,U,2
other,1,E,U,F,2,4,N,L,G,A,U,1
other,24,E,H,F,3,4,N,L,E,C,C,1
other,50,E,U,F,3,4,N,L,E,D,R,3
FL,23,I,H,F,3,4,N,L,F,B,C,1
CA,2,I,H,M,1,4,N,L,F,A,U,1
TX,49,E,H,F,2,4,N,L,G,B,R,2
MO,16,E,H,M,3,4,Y,L,F,A,S,2
CA,24,E,H,F,3,4,Y,L,G,A,C,1
NC,28,U,U,F,0,4,N,L,E,C,C,2
TX,22,E,H,F,2,4,N,L,F,A,C,1
IL,53,E,H,F,2,4,N,L,E,D,R,3
CA,27,U,U,F,0,4,N,L,E,A,C,2
MI,40,U,U,M,0,4,N,L,F,A,R,2
NC,34,E,U,M,1,4,Y,L,F,C,T,1
other,38,U,U,F,0,4,N,L,F,B,T,2
CA,30,E,H,F,2,4,N,L,F,A,C,3
other,43,E,H,M,3,4,N,L,D,C,R,2
other,12,E,U,F,1,12,N,L,E,B,S,1
FL,16,E,H,M,3,4,Y,L,F,B,S,2
other,51,U,U,M,0,4,N,L,E,C,R,3
other,42,I,U,M,2,4,N,L,G,D,R,1
CA,17,U,U,F,0,4,N,L,G,B,S,2
FL,34,E,H,M,3,4,N,L,F,B,T,1
MI,41,U,U,F,0,4,N,L,F,C,T,3
other,8,E,H,M,3,4,N,L,F,B,U,3
IL,1,U,U,other,3,4,N,L,G,A,U,1
CA,40,E,H,F,3,4,N,L,E,C,T,2
other,46,I,H,F,2,4,N,L,G,B,R,2
FL,12,E,U,F,2,4,N,L,G,B,S,1
GA,21,E,U,F,3,4,N,L,F,A,S,3
IN,21,E,U,M,3,4,N,L,F,A,S,3
MO,45,E,H,F,3,4,N,L,E,D,R,2
other,10,E,H,F,2,4,N,L,D,B,U,4
CA,20,U,H,M,3,4,N,L,F,B,S,2
NC,27,E,H,M,3,4,N,L,F,B,C,2
IN,27,E,H,F,1,4,Y,L,E,A,C,2
IN,38,E,H,M,3,4,N,L,G,D,T,2
MI,18,E,H,F,3,4,Y,L,E,B,S,2
other,42,U,U,F,0,4,N,L,F,B,R,1
FL,38,U,U,M,1,4,N,L,F,A,T,2
CA,27,E,H,F,3,4,N,L,F,B,C,2
CA,5,U,U,M,3,4,N,L,E,A,U,2
FL,37,U,U,M,0,4,N,L,F,A,T,2
CA,18,E,H,F,2,4,Y,L,F,A,S,2
IL,27,U,H,F,3,4,N,L,F,A,C,2
other,41,U,U,other,2,4,N,L,D,C,T,3
other,50,E,U,M,2,4,N,L,F,D,R,3
IN,12,U,U,F,0,4,N,L,F,B,S,1
GA,40,E,H,M,3,4,N,L,F,A,T,2
TX,53,E,U,M,3,12,N,L,E,D,R,3
NC,40,E,U,F,3,4,N,L,E,C,T,2
CA,18,E,H,F,3,4,N,L,F,A,S,2
TX,45,U,U,M,0,12,N,L,F,D,R,2
TX,17,E,U,M,2,4,N,L,F,B,S,2
CA,14,E,H,F,2,4,N,L,F,B,S,1
MI,18,E,H,F,3,4,N,L,F,A,S,2
CA,20,U,U,F,0,4,N,L,D,A,S,2
FL,27,E,H,M,1,4,N,L,F,B,C,2
other,46,U,U,M,0,4,N,L,F,D,R,2
MI,49,E,H,M,3,4,Y,L,G,A,R,2
FL,8,E,U,M,2,4,N,L,F,A,U,3
CA,12,E,H,M,1,4,N,L,G,A,S,1
NC,51,E,H,M,2,4,Y,L,F,D,R,3
WA,5,E,H,M,3,4,N,L,F,A,U,2
other,46,U,U,F,3,4,N,L,F,D,R,2
other,53,U,U,F,0,4,N,L,F,D,R,3
MO,15,I,U,other,3,0,N,L,G,A,S,1
IL,36,E,H,F,3,4,N,L,D,C,T,2
TX,12,U,U,F,0,12,N,L,G,C,S,1
WA,13,I,U,F,0,4,N,L,F,A,S,1
WA,35,E,H,F,2,4,N,L,F,A,T,1
TX,13,E,H,M,3,4,N,L,G,A,S,1
other,34,U,U,F,0,4,N,L,F,C,T,1
IL,51,E,U,M,2,4,N,L,F,D,R,3
MO,12,E,H,M,3,4,N,L,G,A,S,1
WA,27,E,U,M,1,4,N,L,F,A,C,2
other,16,E,H,F,3,4,N,L,E,B,S,2
IL,12,U,U,M,1,4,N,L,F,A,S,1
other,40,E,H,F,3,4,Y,L,D,B,T,2
MI,49,E,H,M,3,4,N,L,G,B,R,2
IL,41,E,H,F,3,4,Y,L,E,C,T,3
other,30,E,U,F,3,4,Y,L,F,B,C,3
WA,11,I,U,F,1,4,N,L,F,A,S,1
TX,36,E,H,M,2,4,N,L,F,C,T,2
GA,40,I,U,F,0,4,N,L,F,A,T,2
CA,13,U,H,other,3,4,N,L,G,A,S,1
CA,19,E,H,F,3,12,N,L,F,A,S,2
MI,18,E,H,F,3,4,N,L,F,A,S,2
FL,4,E,H,F,2,4,N,L,F,A,U,2
WI,8,E,U,F,1,12,N,L,F,B,U,3
IN,40,E,U,M,3,4,N,L,D,C,T,2
WI,51,U,U,F,0,4,N,L,E,D,R,3
TX,53,E,H,F,2,4,N,L,F,D,R,3
IL,44,E,H,M,3,4,N,L,D,A,R,2
MI,11,E,U,F,2,4,N,L,E,A,S,1
WA,24,I,U,M,0,4,N,L,F,C,C,1
FL,28,E,H,other,3,4,N,L,F,B,C,2
other,31,E,U,M,3,4,N,L,F,C,C,3
other,18,E,H,M,3,4,Y,L,E,B,S,2
other,50,E,H,M,2,4,N,L,F,D,R,3
FL,37,U,U,F,0,4,N,L,F,B,T,2
TX,12,E,U,F,3,4,N,L,F,B,S,1
WA,40,I,U,M,0,4,N,L,F,C,T,2
CA,28,E,H,F,2,4,N,L,F,A,C,2
GA,27,U,U,F,0,4,N,L,D,B,C,2
TX,39,E,H,M,2,4,N,L,F,C,T,2
MI,29,E,U,F,1,4,N,L,F,A,C,2
CA,41,E,H,M,3,4,N,L,F,A,T,3
CA,1,E,H,F,2,4,N,L,F,A,U,1
other,27,E,H,F,1,12,N,L,G,C,C,2
CA,3,U,H,F,1,4,N,L,D,A,U,1
CA,23,U,U,F,0,4,N,L,F,A,C,1
CA,13,E,H,M,2,4,Y,L,F,B,S,1
other,11,U,U,F,0,4,N,L,F,B,S,1
CA,45,U,H,M,3,4,N,L,E,D,R,2
TX,9,U,H,F,3,4,N,L,G,A,U,3
other,36,E,H,M,2,4,N,L,F,D,T,2
FL,14,E,H,M,3,4,N,L,F,B,S,1
TX,12,E,H,F,2,4,N,L,F,A,S,1
CA,9,U,U,F,2,4,N,L,F,A,U,3
TX,2,U,H,other,2,4,N,L,E,A,U,1
CA,40,U,U,F,0,12,N,L,G,A,T,2
other,41,I,H,M,2,4,N,L,F,C,T,3
other,51,U,H,F,3,4,N,L,F,B,R,3
WI,46,E,U,F,2,4,N,L,F,D,R,2
CA,27,E,H,F,3,4,N,L,E,B,C,2
IN,39,E,H,F,2,4,N,L,F,B,T,2
CA,2,U,U,F,0,4,N,L,E,A,U,1
NC,24,U,U,F,1,4,N,L,D,B,C,1
TX,13,E,H,F,3,4,N,L,G,A,S,1
other,40,E,U,F,2,4,N,L,D,B,T,2
IL,45,E,H,M,2,4,Y,L,E,D,R,2
GA,20,I,U,F,0,4,N,L,F,B,S,2
CA,36,E,H,F,3,4,N,L,D,A,T,2
CA,27,U,U,M,0,4,N,L,E,A,C,2
CA,10,E,H,F,3,4,N,L,D,A,U,4
other,41,E,U,F,1,4,N,L,F,D,T,3
IN,46,U,U,F,0,4,N,L,G,D,R,2
WA,39,U,U,other,2,4,N,L,F,C,T,2
WA,44,U,U,F,0,4,N,L,E,B,R,2
other,39,E,H,M,2,4,N,L,G,C,T,2
MI,16,E,U,M,3,4,N,L,E,A,S,2
NC,41,E,H,F,2,4,N,L,F,C,T,3
other,51,U,U,F,0,4,N,L,D,D,R,3
GA,12,E,H,F,3,4,N,L,F,B,S,1
other,2,U,U,F,0,4,N,L,G,B,U,1
CA,15,E,H,F,3,4,N,L,G,A,S,1
IL,45,U,U,F,0,4,N,L,E,D,R,2
other,1,U,U,F,0,4,N,L,F,D,U,1
TX,11,U,U,M,3,4,N,L,F,A,S,1
IN,36,U,U,other,2,4,N,L,G,D,T,2
IL,35,E,H,F,3,4,N,L,E,A,T,1
IL,24,E,H,M,3,4,Y,L,G,A,C,1
TX,42,I,U,F,0,4,N,L,G,B,R,1
FL,37,E,H,M,3,4,N,L,F,D,T,2
other,45,U,U,F,2,4,N,L,F,D,R,2
NC,22,U,U,M,0,4,N,L,F,B,C,1
TX,14,E,H,F,2,4,N,L,F,A,S,1
CA,27,E,H,F,3,4,N,L,F,B,C,2
GA,40,E,H,other,2,4,N,L,F,A,T,2
MI,36,E,U,F,3,4,N,L,F,D,T,2
TX,48,U,U,F,0,4,N,L,D,D,R,2
IL,46,U,H,M,3,4,N,L,G,A,R,2
CA,22,I,U,F,0,4,N,L,G,B,C,1
WA,42,I,U,F,0,4,N,L,F,D,R,1
other,40,U,U,F,0,4,N,L,D,B,T,2
IL,42,U,U,F,3,4,N,L,G,A,R,1
other,5,U,H,M,3,4,N,L,D,A,U,2
other,14,U,U,M,0,4,N,L,F,B,S,1
NC,23,E,H,F,3,4,Y,L,F,B,C,1
CA,11,E,H,F,3,4,N,L,G,B,S,1
CA,5,U,U,F,0,4,N,L,E,A,U,2
other,53,U,U,M,2,4,N,L,F,D,R,3
WA,40,U,U,F,1,4,N,L,G,D,R,2
MI,36,U,H,M,2,4,N,L,F,D,T,2
other,14,E,H,F,2,4,N,L,F,B,S,1
CA,28,E,H,M,2,4,N,L,E,A,C,2
CA,35,E,H,M,3,4,N,L,G,B,T,1
other,3,E,H,M,3,12,N,L,G,A,U,1
other,28,E,U,M,1,4,N,L,G,C,C,2
FL,37,U,U,F,0,4,N,L,D,A,T,2
TX,24,U,U,F,0,12,N,L,G,B,C,1
TX,24,E,H,F,3,4,N,L,F,A,C,1
CA,18,E,H,M,2,4,N,L,G,A,S,2
NC,25,U,H,F,1,4,N,L,F,B,C,2
MO,13,E,U,F,2,4,N,L,F,B,S,1
IL,45,U,U,F,0,4,N,L,D,C,R,2
NC,35,E,H,F,3,4,N,L,F,B,T,1
WA,16,E,H,F,2,4,N,L,F,B,S,2
CA,36,E,H,F,3,4,N,L,E,C,T,2
WA,17,E,U,M,3,4,N,L,G,A,S,2
IL,3,E,H,F,3,4,Y,L,F,A,U,1
other,27,U,U,F,2,4,N,L,E,C,C,2
other,10,E,U,F,3,4,N,L,F,A,U,4
MI,35,E,H,F,3,4,Y,L,F,B,T,1
FL,21,I,U,M,0,4,N,L,F,A,S,3
NC,51,E,U,M,3,4,N,L,F,B,R,3
FL,35,I,U,F,0,4,N,L,F,C,T,1
WA,35,U,H,M,2,4,N,L,D,C,T,1
other,45,E,H,F,2,4,N,L,E,D,R,2
WA,40,U,H,F,2,4,Y,L,G,A,R,2
FL,40,U,U,M,0,4,N,L,G,C,R,2
other,14,E,H,F,3,4,N,L,E,A,S,1
MI,44,E,H,M,2,4,N,L,F,C,R,2
CA,24,E,U,F,2,4,Y,L,E,A,C,1
CA,8,E,H,F,3,4,N,L,G,A,U,3
other,44,E,H,M,3,4,N,L,F,C,R,2
GA,49,I,U,F,0,4,N,L,E,D,R,2
FL,31,E,U,M,2,4,N,L,E,B,C,3
CA,13,E,H,M,2,4,N,L,G,A,S,1
other,23,E,H,F,3,4,N,L,G,B,C,1
TX,40,U,U,F,0,4,N,L,F,A,T,2
CA,3,E,H,F,3,4,N,L,D,A,U,1
other,40,U,U,F,0,12,N,L,G,C,R,2
WA,13,I,U,M,0,4,N,L,F,A,S,1
WI,44,E,H,M,3,4,N,L,D,D,R,2
NC,47,U,U,M,2,4,N,L,F,C,R,2
FL,1,U,U,M,0,4,N,L,F,A,U,1
TX,10,E,H,F,3,4,N,L,E,B,U,4
TX,21,E,H,F,3,4,N,L,G,A,S,3
other,18,U,U,F,0,4,N,L,F,B,S,2
IL,25,E,H,M,3,4,Y,L,D,A,C,2
other,44,U,U,M,0,4,N,L,D,C,R,2
GA,43,U,U,F,0,4,N,L,F,C,R,2
FL,48,U,U,F,0,4,N,L,E,C,R,2
other,20,E,H,F,1,4,Y,L,F,B,S,2
other,40,E,H,F,3,4,N,L,E,C,T,2
NC,38,U,H,F,3,4,N,L,D,B,T,2
other,20,E,U,F,3,4,N,L,D,B,S,2
NC,47,E,H,M,2,4,N,L,E,D,R,2
other,28,E,H,F,3,4,N,L,F,D,C,2
MI,40,U,U,F,0,12,N,L,F,C,R,2
GA,42,I,U,M,0,4,N,L,G,B,R,1
FL,18,E,H,F,2,4,N,L,F,A,S,2
other,20,E,H,F,2,4,N,L,F,B,S,2
other,22,E,H,F,3,4,N,L,F,C,C,1
TX,36,E,H,F,3,4,N,L,F,D,T,2
WI,40,U,U,M,3,4,N,L,E,C,T,2
other,36,U,U,F,0,4,N,L,D,D,T,2
CA,3,U,U,M,0,6,N,L,G,A,U,1
CA,2,E,H,M,3,4,N,L,F,A,U,1
other,11,E,H,F,3,4,N,L,F,B,S,1
WI,40,U,U,M,1,12,N,L,G,C,R,2
TX,42,U,U,F,2,4,N,L,F,D,R,1
other,44,U,U,M,0,4,N,L,D,C,R,2
WI,43,E,H,F,2,4,N,L,D,D,R,2
FL,40,E,H,F,1,4,N,L,F,B,T,2
IL,21,E,U,F,1,12,N,L,G,A,S,3
other,23,E,U,F,3,4,N,L,E,C,C,1
CA,19,E,H,M,3,4,N,L,F,A,S,2
other,43,U,U,M,0,4,N,L,F,C,R,2
TX,22,E,H,M,3,4,N,L,F,A,C,1
CA,6,U,U,F,0,12,N,L,G,A,U,2
IL,18,U,H,other,3,4,N,L,F,C,S,2
other,36,E,H,M,3,4,N,L,F,D,T,2
other,13,E,H,F,2,4,N,L,G,B,S,1
NC,41,U,H,F,3,4,N,L,F,C,T,3
other,30,E,H,F,3,4,N,L,G,B,C,3
IN,44,U,U,F,3,4,N,L,D,D,R,2
CA,24,E,H,F,3,4,N,L,F,A,C,1
other,28,E,H,M,1,4,N,L,F,B,C,2
MO,18,E,H,M,2,4,N,L,G,A,S,2
other,13,E,H,F,3,4,N,L,F,B,S,1
other,43,U,U,F,3,4,N,L,F,D,R,2
IN,45,U,H,F,2,4,N,L,F,D,R,2
other,39,E,H,F,2,4,Y,L,D,C,T,2
other,40,U,H,M,3,12,N,L,G,B,R,2
FL,23,U,U,M,0,4,N,L,G,B,C,1
CA,23,I,U,M,0,4,Y,L,E,A,C,1
other,43,E,H,M,3,4,N,L,G,C,R,2
NC,36,E,U,F,3,4,N,L,E,B,T,2
other,43,U,H,F,3,4,N,L,F,C,R,2
GA,39,E,H,F,3,4,N,L,F,D,T,2
other,51,E,H,M,2,4,N,L,G,D,R,3
GA,18,E,H,F,3,4,N,L,F,A,S,2
MO,48,E,H,F,2,4,N,L,F,D,R,2
FL,20,U,U,M,0,4,N,L,F,B,S,2
other,53,I,U,F,0,4,N,L,G,D,R,3
IL,40,E,U,M,3,4,N,L,G,A,R,2
other,32,E,H,F,3,4,N,L,F,B,C,3
FL,21,E,H,M,3,4,Y,L,E,B,S,3
TX,14,E,H,F,3,4,N,L,F,C,S,1
other,40,U,U,F,0,4,N,L,F,B,R,2
CA,46,E,H,F,3,4,N,L,D,A,R,2
MO,13,E,H,F,3,4,Y,L,E,A,S,1
CA,35,E,U,M,2,4,N,L,F,A,T,1
WA,18,U,U,F,0,4,N,L,G,A,S,2
MI,27,E,H,M,3,12,Y,L,F,C,C,2
FL,23,I,H,other,2,4,N,L,F,B,C,1
WA,52,E,H,F,2,4,N,L,F,D,R,3
CA,41,I,U,F,0,4,N,L,F,A,T,3
NC,46,E,H,F,2,4,Y,L,F,C,R,2
CA,26,U,U,F,0,4,N,L,F,D,C,2
other,18,I,U,M,0,4,N,L,F,D,S,2
CA,7,U,U,F,0,4,N,L,F,A,U,2
FL,21,U,H,M,2,12,N,L,E,B,S,3
CA,2,U,U,M,0,4,N,L,F,C,U,1
other,17,U,U,M,0,4,N,L,F,B,S,2
other,42,E,H,F,3,4,N,L,E,D,R,1
other,45,E,U,M,3,4,N,L,E,D,R,2
other,21,E,H,M,2,4,N,L,F,B,S,3
FL,37,E,H,M,3,4,N,L,D,A,T,2
IL,1,U,H,M,3,4,N,L,G,A,U,1
GA,27,E,H,F,3,4,N,L,F,B,C,2
other,13,E,H,M,3,4,N,L,F,B,S,1
other,45,U,U,M,0,4,N,L,F,D,R,2
FL,3,E,H,F,3,4,N,L,G,A,U,1
other,38,E,H,M,2,4,N,L,G,D,T,2
other,18,E,H,M,2,4,N,L,F,B,S,2
WA,5,E,H,M,3,4,N,L,E,A,U,2
TX,40,E,H,F,3,4,N,L,G,D,T,2
GA,17,E,H,F,2,4,N,L,E,A,S,2
CA,42,E,H,M,3,4,Y,L,E,B,R,1
TX,10,E,H,F,3,4,N,L,E,B,U,4
other,34,E,H,M,2,4,N,L,G,C,T,1
CA,15,U,U,M,0,4,N,L,F,A,S,1
MI,51,U,U,F,0,4,N,L,G,D,R,3
WA,40,E,U,F,1,4,N,L,F,A,R,2
other,24,E,H,F,3,4,N,L,F,A,C,1
other,51,E,U,F,2,4,N,L,F,D,R,3
other,39,E,H,F,2,4,Y,L,F,C,T,2
TX,30,E,H,M,3,4,Y,L,F,A,C,3
MI,16,E,H,F,2,4,N,L,F,A,S,2
other,21,I,U,F,0,4,N,L,E,B,S,3
MO,30,U,H,M,3,4,N,L,D,C,C,3
TX,21,U,U,F,0,4,N,L,F,A,S,3
CA,10,E,U,M,2,12,N,L,F,A,U,4
other,51,E,U,F,3,4,N,L,F,D,R,3
TX,49,U,H,M,3,4,Y,L,D,C,R,2
other,27,E,H,M,3,4,N,L,F,D,C,2
NC,28,I,U,F,0,4,N,L,F,C,C,2
NC,49,E,U,M,3,4,Y,L,G,C,R,2
other,40,U,U,F,0,4,N,L,D,B,T,2
other,18,U,U,F,0,12,N,L,G,B,S,2
IL,4,I,U,F,0,4,N,L,F,A,U,2
GA,11,U,H,M,3,4,N,L,G,A,S,1
FL,31,U,U,F,0,4,N,L,G,B,C,3
FL,23,E,H,F,1,4,N,L,F,B,C,1
FL,21,U,U,F,0,4,N,L,D,A,S,3
WI,30,U,U,F,2,4,N,L,G,C,C,3
other,24,U,U,M,3,12,N,L,G,B,C,1
CA,2,I,H,other,2,4,N,L,D,A,U,1
IN,41,U,U,F,0,4,N,L,D,C,T,3
other,14,U,U,F,0,4,N,L,E,A,S,1
GA,13,E,H,F,2,4,Y,L,F,A,S,1
IL,24,U,U,F,0,4,N,L,D,C,C,1
TX,24,E,H,F,3,4,N,L,F,A,C,1
other,40,U,U,M,2,4,N,L,E,B,T,2
GA,39,E,H,M,2,4,Y,L,F,A,T,2
IL,36,E,U,F,3,12,N,L,E,A,T,2
NC,51,E,H,F,3,4,N,L,E,C,R,3
IL,7,E,U,M,3,4,N,L,G,A,U,2
CA,46,E,H,M,2,4,N,L,D,C,R,2
MI,53,E,U,M,2,4,N,L,G,D,R,3
WI,44,E,H,F,2,4,N,L,E,B,R,2
other,30,E,H,F,3,4,N,L,F,B,C,3
MI,38,E,H,F,3,4,N,L,F,A,T,2
FL,24,U,U,M,0,4,N,L,G,B,C,1
NC,40,E,H,F,2,12,N,L,E,C,R,2
other,18,I,H,F,1,4,N,L,F,B,S,2
other,39,E,U,F,1,4,N,L,F,C,T,2
CA,17,I,U,F,0,4,Y,L,F,A,S,2
other,40,U,U,F,1,4,N,L,F,D,T,2
GA,32,E,H,F,2,4,N,L,F,A,C,3
MI,44,E,H,F,2,4,N,L,F,B,R,2
other,34,U,U,M,0,4,N,L,F,B,T,1
CA,35,I,H,M,1,4,Y,L,F,A,T,1
MI,1,U,U,M,2,4,N,L,F,A,U,1
NC,46,U,U,M,0,4,N,L,F,C,R,2
NC,47,U,U,F,1,4,N,L,F,D,R,2
CA,1,U,U,F,0,4,N,L,F,A,U,1
CA,15,U,H,F,3,12,N,L,E,A,S,1
MI,51,E,H,M,3,4,Y,L,G,D,R,3
WA,44,I,H,F,3,4,N,L,G,A,R,2
other,53,E,U,M,3,4,N,L,E,D,R,3
CA,19,E,H,M,2,4,N,L,G,A,S,2
TX,23,E,H,M,3,4,N,L,F,B,C,1
other,40,U,U,M,0,12,N,L,E,C,T,2
WA,45,I,U,F,0,4,N,L,G,D,R,2
TX,39,E,H,F,3,4,N,L,F,C,T,2
IL,38,E,H,M,3,4,N,L,F,D,T,2
TX,13,U,U,M,0,4,N,L,G,A,S,1
CA,40,E,H,F,3,4,N,L,D,A,T,2
other,40,U,H,M,3,12,N,L,E,B,T,2
GA,35,E,H,M,3,4,N,L,F,A,T,1
MI,18,E,H,F,3,4,N,L,F,A,S,2
TX,27,E,H,F,3,4,N,L,F,C,C,2
MO,41,U,U,M,3,4,N,L,F,D,T,3
other,36,E,H,M,3,4,N,L,F,C,T,2
FL,24,E,H,F,2,4,Y,L,F,B,C,1
other,15,E,H,F,2,4,N,L,F,D,S,1
other,40,E,H,F,3,4,N,L,E,C,T,2
MI,42,E,U,F,1,4,N,L,E,B,R,1
other,42,E,H,M,3,4,N,L,F,D,R,1
other,41,E,H,F,3,4,N,L,E,D,T,3
other,31,I,H,F,2,4,N,L,F,B,C,3
other,41,U,U,F,0,4,N,L,E,D,T,3
other,53,E,U,F,2,4,N,L,F,D,R,3
other,40,E,H,M,3,4,N,L,F,C,T,2
other,49,E,H,F,3,4,N,L,F,D,R,2
IL,43,U,U,F,2,4,N,L,F,D,R,2
WA,25,E,U,F,3,4,N,L,G,A,C,2
FL,18,U,U,F,0,4,N,L,F,A,S,2
TX,24,I,H,F,3,4,Y,L,E,C,C,1
NC,36,E,H,F,3,4,N,L,F,B,T,2
CA,27,E,H,F,3,4,N,L,G,A,C,2
FL,36,I,U,F,0,4,N,L,F,D,T,2
other,39,U,H,F,2,4,N,L,F,B,T,2
CA,8,E,H,F,3,4,N,L,E,A,U,3
FL,21,E,H,M,3,4,N,L,F,B,S,3
TX,36,U,U,M,1,4,N,L,F,A,T,2
GA,27,U,H,other,3,4,N,L,F,A,C,2
other,53,U,U,F,3,4,N,L,E,D,R,3
other,47,I,U,F,0,4,N,L,F,C,R,2
NC,49,U,U,M,0,4,Y,L,E,C,R,2
WI,43,U,U,F,3,4,N,L,D,C,R,2
other,38,U,U,M,0,4,N,L,F,C,T,2
other,46,E,U,F,2,4,N,L,E,D,R,2
other,27,E,U,F,3,4,N,L,E,C,C,2
CA,46,I,U,F,0,4,N,L,F,C,R,2
other,25,U,U,M,0,4,N,L,F,C,C,2
other,3,I,U,F,0,4,Y,L,F,B,U,1
CA,4,I,U,F,3,4,N,L,E,A,U,2
other,25,E,H,F,3,4,N,L,E,B,C,2
other,46,E,H,M,3,4,N,L,F,D,R,2
other,12,U,U,M,0,12,N,L,F,B,S,1
other,27,E,H,M,3,4,N,L,E,B,C,2
FL,38,U,U,F,0,4,N,L,F,B,T,2
other,31,E,H,M,3,4,Y,L,E,B,C,3
CA,23,E,H,F,3,4,Y,L,E,A,C,1
GA,40,E,H,M,3,4,N,L,F,B,T,2
CA,14,U,H,F,3,4,N,L,F,A,S,1
other,40,E,H,M,3,4,N,L,F,D,T,2
WA,44,E,H,F,2,4,N,L,E,A,R,2
TX,28,E,H,other,2,4,Y,L,D,C,C,2
MO,15,E,H,M,3,4,N,L,G,A,S,1
CA,21,U,U,M,0,4,Y,L,D,A,S,3
CA,8,U,U,other,0,4,N,L,F,A,U,3
MO,39,E,H,F,3,4,N,L,G,A,T,2
CA,9,U,U,other,3,4,N,L,F,A,U,3
MI,17,E,H,M,3,4,Y,L,G,A,S,2
other,10,E,H,F,1,4,N,L,G,B,U,4
MO,20,E,H,F,3,4,N,L,F,A,S,2
other,43,E,H,F,3,4,N,L,G,C,R,2
CA,20,E,H,F,3,4,N,L,E,A,S,2
MI,35,E,H,M,2,4,Y,L,E,A,T,1
IL,36,U,U,M,3,4,N,L,E,A,T,2
WI,27,E,H,M,3,4,N,L,E,C,C,2
CA,35,U,U,F,2,4,N,L,F,B,T,1
IN,30,E,H,F,3,4,N,L,F,C,C,3
MO,28,U,U,F,0,4,N,L,F,C,C,2
IN,40,E,H,F,2,4,Y,L,F,C,T,2
GA,40,E,H,M,3,4,Y,L,F,A,R,2
other,50,I,U,M,0,4,N,L,F,D,R,3
FL,48,E,H,F,3,4,N,L,E,C,R,2
CA,9,E,H,F,3,4,N,L,F,A,U,3
other,27,I,U,F,0,4,N,L,D,B,C,2
MI,40,E,H,M,3,4,N,L,F,C,T,2
MI,12,E,H,F,2,4,N,L,E,A,S,1
NC,25,E,U,F,3,4,N,L,D,C,C,2
TX,21,E,H,M,3,4,N,L,D,A,S,3
